DateTime,Vehicles,AQI,CO2 Emissions (g/km),NOx Emissions (mg/km),PM2.5 Concentration (µg/m³),Pollution Category,Temperature (°C),Humidity (%),Wind Speed (km/h),Atmospheric Pressure (hPa),Area
28-09-2016 08:00,40,91,226,67,24.17,Moderate,18,47,8.87,991.13,Banjara Hills
28-09-2016 09:00,47,89,313,79,97.55,Moderate,34,55,4.74,1022.56,Gachibowli
28-09-2016 10:00,63,274,96,238,124.88,Very Unhealthy,32,79,22.09,990.63,Miyapur
28-09-2016 11:00,73,126,276,329,27.37,Unhealthy for Sensitive Groups,20,29,20.18,1027.83,SR Nagar
28-09-2016 12:00,81,297,268,217,136.12,Very Unhealthy,17,33,4.06,1019.47,Miyapur
28-09-2016 13:00,66,154,211,335,111.87,Unhealthy,37,82,1.78,1038.51,Ameerpet
28-09-2016 14:00,74,167,327,230,103.32,Unhealthy,27,66,13.99,1007.87,SR Nagar
28-09-2016 15:00,74,91,229,392,22.54,Moderate,41,88,5.87,1043.41,Banjara Hills
28-09-2016 16:00,74,96,281,69,139.81,Moderate,30,75,0.24,1025.71,Banjara Hills
28-09-2016 17:00,73,214,292,290,73.65,Very Unhealthy,41,25,7.93,980.06,Kukatpally
28-09-2016 18:00,75,295,296,352,82.66,Very Unhealthy,19,38,6.46,1010.61,Miyapur
28-09-2016 19:00,82,257,85,276,79.33,Very Unhealthy,18,71,20.55,1047.69,Miyapur
28-09-2016 20:00,73,286,237,358,82.0,Very Unhealthy,35,81,25.83,1047.25,Kukatpally
28-09-2016 21:00,67,71,154,350,124.32,Moderate,22,68,7.13,1020.01,Gachibowli
28-09-2016 22:00,68,234,330,328,19.33,Very Unhealthy,33,30,6.69,1026.35,Miyapur
28-09-2016 23:00,63,261,383,393,75.15,Very Unhealthy,28,65,11.63,996.57,Miyapur
29-09-2016 00:00,59,291,125,163,94.02,Very Unhealthy,21,88,5.18,1002.49,Kukatpally
29-09-2016 01:00,51,156,394,50,22.07,Unhealthy,45,64,28.4,1007.68,Ameerpet
29-09-2016 02:00,44,76,308,318,89.25,Moderate,28,77,7.31,1008.95,Banjara Hills
29-09-2016 03:00,33,90,261,494,78.83,Moderate,20,51,2.8,1029.48,Gachibowli
29-09-2016 04:00,31,129,162,212,37.29,Unhealthy for Sensitive Groups,26,29,16.71,985.33,SR Nagar
29-09-2016 05:00,30,211,224,239,42.32,Very Unhealthy,30,32,16.13,983.2,Kukatpally
29-09-2016 06:00,30,209,129,161,17.5,Very Unhealthy,31,32,18.96,1016.44,Kukatpally
29-09-2016 07:00,35,267,179,346,107.29,Very Unhealthy,27,55,29.0,1020.5,Miyapur
29-09-2016 08:00,40,138,299,466,26.51,Unhealthy for Sensitive Groups,37,38,9.7,1007.12,Ameerpet
29-09-2016 09:00,48,115,218,465,119.4,Unhealthy for Sensitive Groups,28,26,10.79,1032.28,Ameerpet
29-09-2016 10:00,65,61,93,103,134.0,Moderate,43,34,10.11,991.79,Gachibowli
29-09-2016 11:00,66,217,92,400,39.96,Very Unhealthy,21,65,18.86,1049.37,Miyapur
29-09-2016 12:00,70,122,329,137,42.75,Unhealthy for Sensitive Groups,28,67,18.12,1004.53,Ameerpet
29-09-2016 13:00,60,125,251,238,22.85,Unhealthy for Sensitive Groups,29,85,15.86,1003.21,Ameerpet
29-09-2016 14:00,65,139,398,480,83.43,Unhealthy for Sensitive Groups,26,23,10.93,1007.53,SR Nagar
29-09-2016 15:00,64,250,185,82,144.81,Very Unhealthy,31,22,12.83,1038.57,Miyapur
29-09-2016 16:00,61,59,268,92,40.34,Moderate,23,22,23.78,995.42,Banjara Hills
29-09-2016 17:00,62,145,96,245,28.17,Unhealthy for Sensitive Groups,36,88,18.28,1011.94,SR Nagar
29-09-2016 18:00,71,298,129,201,92.89,Very Unhealthy,29,47,21.49,998.61,Miyapur
29-09-2016 19:00,68,275,328,465,129.2,Very Unhealthy,26,42,8.3,982.97,Kukatpally
29-09-2016 20:00,66,225,306,377,131.19,Very Unhealthy,16,49,27.34,1005.71,Kukatpally
29-09-2016 21:00,63,69,158,55,55.09,Moderate,19,81,1.05,985.32,Banjara Hills
29-09-2016 22:00,63,88,351,471,119.09,Moderate,27,70,17.87,1047.92,Gachibowli
29-09-2016 23:00,60,109,292,60,90.89,Unhealthy for Sensitive Groups,41,60,24.37,989.85,SR Nagar
30-09-2016 00:00,57,115,96,229,111.27,Unhealthy for Sensitive Groups,34,83,25.99,1048.91,Ameerpet
30-09-2016 01:00,49,114,330,108,103.15,Unhealthy for Sensitive Groups,37,62,9.59,1012.21,SR Nagar
30-09-2016 02:00,44,228,163,464,23.51,Very Unhealthy,22,77,13.79,991.61,Kukatpally
30-09-2016 03:00,31,173,276,399,56.84,Unhealthy,41,78,1.05,998.6,Ameerpet
30-09-2016 04:00,29,213,344,295,115.65,Very Unhealthy,28,59,23.69,1007.09,Kukatpally
30-09-2016 05:00,26,201,97,110,115.19,Very Unhealthy,29,65,3.74,1027.49,Kukatpally
30-09-2016 06:00,33,295,300,153,22.7,Very Unhealthy,25,81,12.84,1029.95,Kukatpally
30-09-2016 07:00,35,204,314,244,72.0,Very Unhealthy,15,68,29.72,995.27,Miyapur
30-09-2016 08:00,38,179,255,384,131.0,Unhealthy,35,42,27.53,993.82,SR Nagar
30-09-2016 09:00,46,208,151,322,119.78,Very Unhealthy,45,63,9.9,1043.93,Kukatpally
30-09-2016 10:00,77,106,170,458,89.23,Unhealthy for Sensitive Groups,17,63,6.72,1011.65,Ameerpet
30-09-2016 11:00,75,127,102,371,34.93,Unhealthy for Sensitive Groups,31,38,7.55,1005.13,SR Nagar
30-09-2016 12:00,80,243,292,326,52.06,Very Unhealthy,42,63,20.54,1023.83,Kukatpally
30-09-2016 13:00,62,78,373,282,99.78,Moderate,33,30,21.77,1018.42,Banjara Hills
30-09-2016 14:00,68,64,207,456,118.3,Moderate,28,79,6.49,1042.61,Gachibowli
30-09-2016 15:00,68,61,138,254,93.98,Moderate,36,57,7.2,991.09,Banjara Hills
30-09-2016 16:00,68,150,164,257,62.33,Unhealthy for Sensitive Groups,44,22,9.7,1011.6,Ameerpet
30-09-2016 17:00,74,205,308,272,88.61,Very Unhealthy,37,35,13.0,993.97,Kukatpally
30-09-2016 18:00,79,133,347,172,5.55,Unhealthy for Sensitive Groups,22,28,27.52,987.46,SR Nagar
30-09-2016 19:00,84,174,191,130,111.67,Unhealthy,27,60,0.8,1000.18,Ameerpet
30-09-2016 20:00,77,152,195,206,127.38,Unhealthy,41,57,19.15,984.73,Ameerpet
30-09-2016 21:00,69,73,317,356,11.68,Moderate,34,88,25.85,1022.18,Banjara Hills
30-09-2016 22:00,71,198,131,39,62.92,Unhealthy,17,84,21.7,1039.61,Ameerpet
30-09-2016 23:00,64,187,163,181,128.07,Unhealthy,19,54,6.5,1001.15,SR Nagar
01-10-2016 00:00,57,159,190,115,91.58,Unhealthy,23,54,14.3,1024.3,Ameerpet
01-10-2016 01:00,49,127,279,492,75.09,Unhealthy for Sensitive Groups,43,67,27.31,989.09,SR Nagar
01-10-2016 02:00,38,150,298,217,17.62,Unhealthy for Sensitive Groups,20,27,3.47,996.44,Ameerpet
01-10-2016 03:00,30,195,308,399,111.89,Unhealthy,45,46,29.63,1027.31,Ameerpet
01-10-2016 04:00,31,265,396,473,104.94,Very Unhealthy,39,28,4.31,1044.36,Miyapur
01-10-2016 05:00,25,191,100,65,90.51,Unhealthy,45,49,4.27,981.33,SR Nagar
01-10-2016 06:00,26,211,255,145,13.76,Very Unhealthy,36,33,24.39,1024.99,Miyapur
01-10-2016 07:00,28,177,135,477,98.2,Unhealthy,16,42,24.85,1029.32,SR Nagar
01-10-2016 08:00,31,107,370,390,12.49,Unhealthy for Sensitive Groups,27,48,1.14,1021.82,Ameerpet
01-10-2016 09:00,38,125,379,232,124.21,Unhealthy for Sensitive Groups,19,45,5.05,1009.93,SR Nagar
01-10-2016 10:00,43,199,374,29,131.05,Unhealthy,42,34,28.46,1049.16,Ameerpet
01-10-2016 11:00,39,297,222,466,81.98,Very Unhealthy,41,86,8.38,999.09,Miyapur
01-10-2016 12:00,36,247,305,295,128.02,Very Unhealthy,39,35,0.37,1012.65,Miyapur
01-10-2016 13:00,35,85,87,455,63.11,Moderate,22,32,7.62,1027.16,Banjara Hills
01-10-2016 14:00,35,222,203,342,47.06,Very Unhealthy,37,43,22.06,980.0,Miyapur
01-10-2016 15:00,39,213,325,35,75.2,Very Unhealthy,15,81,27.49,1005.28,Kukatpally
01-10-2016 16:00,37,71,180,75,86.02,Moderate,34,76,4.65,1007.51,Gachibowli
01-10-2016 17:00,36,255,172,70,116.14,Very Unhealthy,26,55,6.73,980.74,Miyapur
01-10-2016 18:00,38,176,333,498,92.3,Unhealthy,37,79,13.25,981.83,SR Nagar
01-10-2016 19:00,48,129,159,454,129.1,Unhealthy for Sensitive Groups,25,41,22.45,1049.2,Ameerpet
01-10-2016 20:00,44,238,377,54,140.69,Very Unhealthy,21,22,19.76,987.63,Miyapur
01-10-2016 21:00,47,149,110,311,80.69,Unhealthy for Sensitive Groups,29,55,9.83,996.54,SR Nagar
01-10-2016 22:00,50,233,378,289,109.06,Very Unhealthy,36,55,1.99,989.7,Kukatpally
01-10-2016 23:00,48,266,361,342,74.82,Very Unhealthy,38,29,7.59,1015.96,Kukatpally
02-10-2016 00:00,45,145,91,124,136.38,Unhealthy for Sensitive Groups,25,40,6.59,1031.52,SR Nagar
02-10-2016 01:00,37,210,206,25,9.43,Very Unhealthy,43,68,0.63,985.39,Miyapur
02-10-2016 02:00,30,222,266,347,109.2,Very Unhealthy,36,28,29.25,1021.02,Kukatpally
02-10-2016 03:00,27,213,148,153,76.97,Very Unhealthy,40,71,7.66,1004.71,Miyapur
02-10-2016 04:00,25,197,90,331,13.86,Unhealthy,30,67,25.1,1014.34,SR Nagar
02-10-2016 05:00,23,67,382,138,113.12,Moderate,17,79,14.55,998.62,Gachibowli
02-10-2016 06:00,21,87,102,83,61.96,Moderate,34,69,29.17,1040.46,Gachibowli
02-10-2016 07:00,24,244,288,34,81.45,Very Unhealthy,28,58,4.49,1011.67,Kukatpally
02-10-2016 08:00,29,200,294,23,108.36,Unhealthy,17,35,3.32,991.24,SR Nagar
02-10-2016 09:00,33,273,202,218,41.55,Very Unhealthy,15,47,0.07,1035.43,Miyapur
02-10-2016 10:00,34,158,152,475,46.81,Unhealthy,45,25,21.55,1032.63,Ameerpet
02-10-2016 11:00,41,172,289,144,56.72,Unhealthy,40,80,9.19,1013.94,SR Nagar
02-10-2016 12:00,40,193,390,30,113.4,Unhealthy,35,25,26.11,1030.52,Ameerpet
02-10-2016 13:00,41,236,353,358,147.36,Very Unhealthy,29,85,19.01,1022.15,Miyapur
02-10-2016 14:00,36,246,173,100,57.63,Very Unhealthy,15,59,17.32,991.54,Miyapur
02-10-2016 15:00,34,245,315,58,93.57,Very Unhealthy,31,90,14.61,1049.95,Kukatpally
02-10-2016 16:00,35,198,233,397,51.99,Unhealthy,16,81,7.75,1034.06,Ameerpet
02-10-2016 17:00,35,153,353,21,132.13,Unhealthy,43,47,1.94,1026.65,SR Nagar
02-10-2016 18:00,44,292,292,31,140.65,Very Unhealthy,34,66,13.31,1038.18,Kukatpally
02-10-2016 19:00,50,255,207,369,32.5,Very Unhealthy,20,28,2.97,1044.97,Miyapur
02-10-2016 20:00,48,280,312,171,99.84,Very Unhealthy,22,71,27.17,1020.45,Kukatpally
02-10-2016 21:00,49,272,120,419,136.36,Very Unhealthy,43,34,24.88,1021.19,Miyapur
02-10-2016 22:00,52,255,368,165,73.87,Very Unhealthy,30,53,18.59,981.64,Miyapur
02-10-2016 23:00,48,247,122,412,53.62,Very Unhealthy,33,39,13.57,1009.04,Miyapur
03-10-2016 00:00,44,189,349,168,136.32,Unhealthy,15,79,13.63,1015.61,SR Nagar
03-10-2016 01:00,37,193,393,279,42.39,Unhealthy,17,77,13.94,996.39,Ameerpet
03-10-2016 02:00,33,130,107,96,35.03,Unhealthy for Sensitive Groups,42,86,22.36,1005.17,Ameerpet
03-10-2016 03:00,30,286,349,346,132.68,Very Unhealthy,17,21,3.79,1005.64,Miyapur
03-10-2016 04:00,25,136,153,416,96.87,Unhealthy for Sensitive Groups,19,69,15.94,1005.75,SR Nagar
03-10-2016 05:00,24,191,224,218,31.83,Unhealthy,41,33,24.38,1046.9,SR Nagar
03-10-2016 06:00,28,110,241,17,98.22,Unhealthy for Sensitive Groups,26,75,15.3,1021.13,Ameerpet
03-10-2016 07:00,33,248,325,175,132.05,Very Unhealthy,26,88,0.41,1001.97,Kukatpally
03-10-2016 08:00,39,95,349,19,17.95,Moderate,34,63,7.34,1001.33,Banjara Hills
03-10-2016 09:00,47,81,290,39,42.22,Moderate,27,65,20.06,1039.28,Banjara Hills
03-10-2016 10:00,55,64,359,272,92.61,Moderate,34,25,28.03,1024.92,Banjara Hills
03-10-2016 11:00,65,93,302,267,21.67,Moderate,23,27,26.81,1039.57,Banjara Hills
03-10-2016 12:00,68,194,149,287,136.29,Unhealthy,21,58,24.68,1025.06,Ameerpet
03-10-2016 13:00,58,218,99,142,90.98,Very Unhealthy,18,63,28.5,1044.03,Miyapur
03-10-2016 14:00,62,103,200,460,89.82,Unhealthy for Sensitive Groups,33,46,8.4,1008.16,Ameerpet
03-10-2016 15:00,68,288,252,466,13.1,Very Unhealthy,36,35,0.37,1038.97,Kukatpally
03-10-2016 16:00,58,93,113,206,66.09,Moderate,33,58,10.63,992.31,Banjara Hills
03-10-2016 17:00,63,147,150,65,33.26,Unhealthy for Sensitive Groups,20,20,17.31,1026.86,SR Nagar
03-10-2016 18:00,68,54,112,285,122.24,Moderate,41,70,9.49,1005.46,Gachibowli
03-10-2016 19:00,74,158,341,486,53.74,Unhealthy,27,82,1.33,1016.75,SR Nagar
03-10-2016 20:00,81,76,351,207,63.44,Moderate,25,52,15.22,1031.56,Gachibowli
03-10-2016 21:00,79,165,188,333,97.9,Unhealthy,27,69,5.99,1019.51,Ameerpet
03-10-2016 22:00,77,136,102,493,109.03,Unhealthy for Sensitive Groups,27,73,21.83,1031.1,Ameerpet
03-10-2016 23:00,70,153,225,194,119.55,Unhealthy,42,46,2.68,982.56,SR Nagar
04-10-2016 00:00,60,172,93,30,30.36,Unhealthy,39,38,28.74,1007.98,Ameerpet
04-10-2016 01:00,54,255,385,26,43.07,Very Unhealthy,36,47,26.3,1046.79,Kukatpally
04-10-2016 02:00,49,128,396,88,18.4,Unhealthy for Sensitive Groups,42,42,26.22,1033.32,Ameerpet
04-10-2016 03:00,41,92,115,36,129.18,Moderate,34,83,23.7,1013.82,Gachibowli
04-10-2016 04:00,38,146,350,176,50.74,Unhealthy for Sensitive Groups,29,58,19.01,1029.6,Ameerpet
04-10-2016 05:00,35,294,340,348,23.29,Very Unhealthy,35,68,1.6,981.89,Miyapur
04-10-2016 06:00,34,80,132,244,50.15,Moderate,27,78,19.87,1000.48,Gachibowli
04-10-2016 07:00,44,148,127,460,13.29,Unhealthy for Sensitive Groups,36,39,22.41,1043.21,SR Nagar
04-10-2016 08:00,47,66,90,485,126.3,Moderate,25,80,3.92,1014.75,Gachibowli
04-10-2016 09:00,54,269,337,120,46.62,Very Unhealthy,33,28,18.47,1046.69,Kukatpally
04-10-2016 10:00,63,132,359,223,55.76,Unhealthy for Sensitive Groups,22,42,14.37,998.55,Ameerpet
04-10-2016 11:00,72,159,289,380,141.35,Unhealthy,34,26,14.17,1038.41,SR Nagar
04-10-2016 12:00,70,231,91,378,32.45,Very Unhealthy,22,50,5.98,981.37,Kukatpally
04-10-2016 13:00,67,239,330,207,34.58,Very Unhealthy,24,79,22.18,980.27,Kukatpally
04-10-2016 14:00,70,264,239,488,86.27,Very Unhealthy,40,80,27.75,989.58,Kukatpally
04-10-2016 15:00,71,81,115,206,145.98,Moderate,30,45,23.63,998.31,Gachibowli
04-10-2016 16:00,67,217,228,22,135.67,Very Unhealthy,33,73,11.07,982.98,Kukatpally
04-10-2016 17:00,67,190,277,122,90.97,Unhealthy,40,50,29.53,994.8,Ameerpet
04-10-2016 18:00,70,261,325,107,122.77,Very Unhealthy,37,60,10.93,1041.11,Kukatpally
04-10-2016 19:00,81,84,283,315,75.71,Moderate,25,47,7.03,1044.08,Banjara Hills
04-10-2016 20:00,71,182,123,147,68.02,Unhealthy,27,25,29.04,988.29,SR Nagar
04-10-2016 21:00,69,250,394,65,63.07,Very Unhealthy,42,53,23.69,1002.08,Kukatpally
04-10-2016 22:00,64,78,398,113,70.91,Moderate,23,28,22.84,1022.68,Banjara Hills
04-10-2016 23:00,64,119,285,241,107.5,Unhealthy for Sensitive Groups,34,31,2.32,1026.27,SR Nagar
05-10-2016 00:00,64,202,320,181,124.11,Very Unhealthy,38,35,5.76,981.95,Miyapur
05-10-2016 01:00,54,144,120,37,88.52,Unhealthy for Sensitive Groups,33,90,0.56,1043.85,Ameerpet
05-10-2016 02:00,44,71,155,478,131.0,Moderate,30,50,23.3,1009.9,Gachibowli
05-10-2016 03:00,35,243,281,302,97.61,Very Unhealthy,21,52,8.35,1010.88,Kukatpally
05-10-2016 04:00,28,222,174,301,121.4,Very Unhealthy,33,26,3.97,985.99,Kukatpally
05-10-2016 05:00,29,118,107,449,104.99,Unhealthy for Sensitive Groups,26,22,5.46,1016.76,SR Nagar
05-10-2016 06:00,34,268,223,101,117.2,Very Unhealthy,29,39,19.23,1021.13,Miyapur
05-10-2016 07:00,38,138,138,214,7.76,Unhealthy for Sensitive Groups,45,24,12.99,1011.99,SR Nagar
05-10-2016 08:00,42,121,208,322,130.75,Unhealthy for Sensitive Groups,37,86,28.24,1042.14,Ameerpet
05-10-2016 09:00,48,296,80,45,133.46,Very Unhealthy,28,57,10.98,987.61,Miyapur
05-10-2016 10:00,58,178,366,138,126.99,Unhealthy,25,75,25.02,992.93,SR Nagar
05-10-2016 11:00,65,261,101,180,110.87,Very Unhealthy,40,42,16.39,1006.26,Kukatpally
05-10-2016 12:00,66,221,305,402,119.19,Very Unhealthy,24,21,21.16,1022.64,Miyapur
05-10-2016 13:00,59,136,283,477,31.28,Unhealthy for Sensitive Groups,41,40,5.06,1009.68,SR Nagar
05-10-2016 14:00,66,145,266,372,11.91,Unhealthy for Sensitive Groups,25,33,22.47,1039.56,Ameerpet
05-10-2016 15:00,66,124,363,371,47.01,Unhealthy for Sensitive Groups,20,81,2.57,994.89,Ameerpet
05-10-2016 16:00,59,216,106,474,69.15,Very Unhealthy,16,30,20.73,996.79,Miyapur
05-10-2016 17:00,61,288,208,204,44.26,Very Unhealthy,25,23,13.97,1042.42,Miyapur
05-10-2016 18:00,69,103,174,380,131.25,Unhealthy for Sensitive Groups,33,66,6.86,1012.77,SR Nagar
05-10-2016 19:00,73,137,145,41,144.84,Unhealthy for Sensitive Groups,20,39,14.41,1025.64,SR Nagar
05-10-2016 20:00,66,252,256,128,116.76,Very Unhealthy,28,71,25.67,1006.3,Kukatpally
05-10-2016 21:00,64,206,354,389,74.11,Very Unhealthy,34,35,4.64,1006.27,Miyapur
05-10-2016 22:00,65,103,235,492,26.14,Unhealthy for Sensitive Groups,20,64,5.09,990.14,SR Nagar
05-10-2016 23:00,64,267,98,79,131.45,Very Unhealthy,31,27,16.02,1042.11,Miyapur
06-10-2016 00:00,57,65,399,323,127.09,Moderate,24,81,18.76,1037.85,Banjara Hills
06-10-2016 01:00,46,148,137,445,28.53,Unhealthy for Sensitive Groups,42,40,12.61,1017.51,SR Nagar
06-10-2016 02:00,42,69,352,207,12.06,Moderate,15,83,7.99,982.72,Gachibowli
06-10-2016 03:00,31,95,277,354,135.35,Moderate,17,49,2.02,995.75,Banjara Hills
06-10-2016 04:00,26,244,158,293,124.18,Very Unhealthy,22,55,1.49,993.4,Kukatpally
06-10-2016 05:00,30,242,120,240,140.47,Very Unhealthy,22,24,1.22,1017.58,Miyapur
06-10-2016 06:00,28,176,305,202,56.89,Unhealthy,41,57,27.04,991.04,SR Nagar
06-10-2016 07:00,33,107,340,177,100.4,Unhealthy for Sensitive Groups,34,38,3.94,1010.29,Ameerpet
06-10-2016 08:00,41,230,324,473,130.31,Very Unhealthy,36,46,8.85,993.63,Kukatpally
06-10-2016 09:00,46,160,102,413,54.51,Unhealthy,29,32,29.58,1000.04,SR Nagar
06-10-2016 10:00,60,178,276,97,73.81,Unhealthy,38,28,27.82,1001.1,Ameerpet
06-10-2016 11:00,67,130,315,472,82.09,Unhealthy for Sensitive Groups,21,36,1.29,995.92,Ameerpet
06-10-2016 12:00,70,243,205,124,9.24,Very Unhealthy,25,63,16.54,998.42,Kukatpally
06-10-2016 13:00,57,206,345,147,125.12,Very Unhealthy,21,64,19.0,990.8,Kukatpally
06-10-2016 14:00,63,133,219,85,141.85,Unhealthy for Sensitive Groups,43,61,1.62,1034.13,SR Nagar
06-10-2016 15:00,63,119,395,455,65.48,Unhealthy for Sensitive Groups,18,70,21.84,1048.09,SR Nagar
06-10-2016 16:00,58,57,206,302,93.62,Moderate,39,77,29.64,1034.73,Banjara Hills
06-10-2016 17:00,67,78,365,236,83.54,Moderate,26,77,12.88,1005.65,Gachibowli
06-10-2016 18:00,67,161,193,325,55.45,Unhealthy,40,49,13.48,1032.95,Ameerpet
06-10-2016 19:00,74,228,92,100,16.95,Very Unhealthy,20,24,19.78,984.4,Kukatpally
06-10-2016 20:00,72,210,307,86,80.42,Very Unhealthy,28,27,22.1,1004.76,Miyapur
06-10-2016 21:00,66,180,88,359,40.4,Unhealthy,26,56,23.69,1007.78,SR Nagar
06-10-2016 22:00,65,237,225,380,99.59,Very Unhealthy,25,66,2.33,980.89,Kukatpally
06-10-2016 23:00,59,212,242,332,82.9,Very Unhealthy,33,64,24.02,1046.51,Kukatpally
07-10-2016 00:00,60,246,302,189,90.63,Very Unhealthy,35,24,25.92,1012.51,Kukatpally
07-10-2016 01:00,48,268,295,428,92.25,Very Unhealthy,19,82,1.36,1049.15,Kukatpally
07-10-2016 02:00,42,157,248,377,133.42,Unhealthy,28,66,1.17,999.54,SR Nagar
07-10-2016 03:00,32,253,105,199,26.38,Very Unhealthy,35,44,16.53,1048.53,Miyapur
07-10-2016 04:00,29,261,204,405,121.82,Very Unhealthy,38,69,14.9,1022.92,Miyapur
07-10-2016 05:00,30,158,379,251,143.44,Unhealthy,30,64,29.4,1009.14,SR Nagar
07-10-2016 06:00,28,69,329,38,109.59,Moderate,39,49,8.83,1038.27,Banjara Hills
07-10-2016 07:00,33,122,89,295,25.16,Unhealthy for Sensitive Groups,27,67,17.71,1017.92,Ameerpet
07-10-2016 08:00,39,216,184,159,128.28,Very Unhealthy,39,70,15.2,1037.87,Kukatpally
07-10-2016 09:00,42,53,185,346,119.81,Moderate,43,74,16.07,1015.41,Gachibowli
07-10-2016 10:00,51,292,80,318,130.1,Very Unhealthy,36,74,19.79,1009.3,Kukatpally
07-10-2016 11:00,58,295,261,228,75.52,Very Unhealthy,36,65,16.13,1022.57,Miyapur
07-10-2016 12:00,57,68,381,287,123.94,Moderate,39,50,0.21,1032.95,Banjara Hills
07-10-2016 13:00,54,151,220,453,27.33,Unhealthy,34,53,25.31,983.3,SR Nagar
07-10-2016 14:00,53,268,309,314,88.62,Very Unhealthy,36,87,6.03,1008.21,Kukatpally
07-10-2016 15:00,57,222,143,442,85.0,Very Unhealthy,18,52,6.93,991.81,Miyapur
07-10-2016 16:00,55,220,157,400,135.03,Very Unhealthy,25,75,19.44,1046.49,Kukatpally
07-10-2016 17:00,49,190,311,55,130.12,Unhealthy,31,77,14.33,1048.04,Ameerpet
07-10-2016 18:00,61,190,166,20,108.83,Unhealthy,21,76,17.23,1043.69,SR Nagar
07-10-2016 19:00,66,237,262,25,30.35,Very Unhealthy,28,36,14.92,1015.91,Kukatpally
07-10-2016 20:00,59,234,398,191,121.98,Very Unhealthy,40,30,12.54,1032.91,Kukatpally
07-10-2016 21:00,60,135,225,194,94.07,Unhealthy for Sensitive Groups,25,90,14.5,1044.55,Ameerpet
07-10-2016 22:00,57,269,396,45,123.41,Very Unhealthy,42,36,4.23,1041.01,Kukatpally
07-10-2016 23:00,51,101,171,60,141.06,Unhealthy for Sensitive Groups,36,29,29.08,1017.5,Ameerpet
08-10-2016 00:00,50,160,202,159,70.26,Unhealthy,23,45,17.24,990.42,SR Nagar
08-10-2016 01:00,41,230,355,497,112.95,Very Unhealthy,37,25,8.6,1043.68,Miyapur
08-10-2016 02:00,35,158,143,430,146.08,Unhealthy,27,35,21.39,1037.44,SR Nagar
08-10-2016 03:00,27,135,298,268,35.98,Unhealthy for Sensitive Groups,37,23,26.4,1008.09,SR Nagar
08-10-2016 04:00,23,92,271,300,127.81,Moderate,32,81,8.89,1012.49,Banjara Hills
08-10-2016 05:00,21,260,186,122,25.58,Very Unhealthy,42,83,9.74,1049.24,Kukatpally
08-10-2016 06:00,24,249,326,303,7.48,Very Unhealthy,25,75,13.16,1022.1,Miyapur
08-10-2016 07:00,25,293,136,371,127.82,Very Unhealthy,29,42,6.52,991.86,Miyapur
08-10-2016 08:00,28,249,124,64,144.18,Very Unhealthy,39,52,24.29,991.45,Miyapur
08-10-2016 09:00,28,91,165,434,9.67,Moderate,40,50,17.53,984.55,Banjara Hills
08-10-2016 10:00,34,139,117,303,127.44,Unhealthy for Sensitive Groups,39,26,1.71,1021.15,Ameerpet
08-10-2016 11:00,37,289,261,225,106.41,Very Unhealthy,36,24,29.9,981.88,Kukatpally
08-10-2016 12:00,37,164,243,383,106.47,Unhealthy,43,56,17.25,1037.18,Ameerpet
08-10-2016 13:00,36,75,324,171,71.65,Moderate,33,20,26.7,1002.28,Gachibowli
08-10-2016 14:00,38,200,205,492,65.48,Unhealthy,15,89,15.05,1003.97,SR Nagar
08-10-2016 15:00,37,92,286,20,59.09,Moderate,18,64,17.47,1033.26,Gachibowli
08-10-2016 16:00,33,126,346,216,60.37,Unhealthy for Sensitive Groups,28,66,13.63,987.4,Ameerpet
08-10-2016 17:00,34,205,166,279,140.89,Very Unhealthy,28,87,12.68,1016.98,Kukatpally
08-10-2016 18:00,37,186,224,346,123.29,Unhealthy,17,49,6.55,1005.9,SR Nagar
08-10-2016 19:00,40,69,201,30,50.49,Moderate,44,79,28.86,987.06,Gachibowli
08-10-2016 20:00,44,233,177,421,112.38,Very Unhealthy,42,43,5.45,1000.82,Miyapur
08-10-2016 21:00,41,260,368,116,100.19,Very Unhealthy,31,50,15.79,1024.02,Kukatpally
08-10-2016 22:00,41,289,212,111,127.67,Very Unhealthy,17,47,2.61,1026.42,Miyapur
08-10-2016 23:00,41,88,397,351,18.33,Moderate,30,64,29.8,988.84,Gachibowli
09-10-2016 00:00,33,228,144,69,106.52,Very Unhealthy,28,23,16.67,1045.7,Kukatpally
09-10-2016 01:00,32,61,278,43,40.52,Moderate,44,80,24.44,992.84,Gachibowli
09-10-2016 02:00,25,256,204,74,40.03,Very Unhealthy,34,58,16.89,1026.42,Miyapur
09-10-2016 03:00,25,272,287,224,107.33,Very Unhealthy,43,43,24.15,1002.78,Kukatpally
09-10-2016 04:00,23,232,287,489,134.77,Very Unhealthy,27,90,16.03,1029.19,Kukatpally
09-10-2016 05:00,21,255,379,269,79.82,Very Unhealthy,29,65,13.35,1036.92,Kukatpally
09-10-2016 06:00,22,60,200,370,72.5,Moderate,28,72,13.68,985.65,Gachibowli
09-10-2016 07:00,26,203,221,244,123.19,Very Unhealthy,38,67,0.07,1035.79,Kukatpally
09-10-2016 08:00,25,91,136,321,8.69,Moderate,39,28,11.12,988.47,Banjara Hills
09-10-2016 09:00,27,204,383,79,107.52,Very Unhealthy,33,41,28.56,1016.33,Kukatpally
09-10-2016 10:00,38,60,224,345,13.14,Moderate,20,21,20.27,1003.66,Gachibowli
